C,1,89,99,Echague,0
C,1,90,91,Patricio Cullen,0
C,1,91,90,Patricio Cullen,1
C,1,64,90,Antonia Godoy,1
C,1,90,64,Antonia Godoy,0
C,1,91,92,Patricio Cullen,0
C,1,92,91,Patricio Cullen,1
C,1,92,93,Patricio Cullen,0
C,1,93,92,Patricio Cullen,1
C,1,97,92,Echague,1
C,1,92,97,Echague,0
C,1,93,94,Patricio Cullen,0
C,1,94,93,Patricio Cullen,1
C,1,61,93,Antonia Godoy,1
C,1,93,61,Antonia Godoy,0
C,1,94,95,Patricio Cullen,0
C,1,95,94,Patricio Cullen,1
C,1,95,94,Echague,1
C,1,94,95,Echague,0
C,1,95,96,Echague,0
C,1,96,95,Echague,1
C,1,96,97,Echague,0
C,1,97,96,Echague,1
C,1,97,98,Echague,0
C,1,98,97,Echague,1
C,1,92,97,Patricio Cullen,1
C,1,97,92,Patricio Cullen,0
C,1,98,99,Echague,0
C,1,99,98,Echague,1
C,1,99,100,Echague,0
C,1,100,99,Echague,1
C,1,119,99,Talcahuano,1
C,1,99,119,Talcahuano,0
C,1,100,101,Echague,0
C,1,101,100,Echague,1
C,1,88,100,Patricio Cullen,1
C,1,100,88,Patricio Cullen,0
C,1,101,102,Echague,0
C,1,102,101,Echague,1
C,1,117,101,Talcahuano,1
C,1,101,117,Talcahuano,0
C,1,102,103,Echague,0
C,1,103,102,Echague,1
C,1,86,102,Patricio Cullen,1
C,1,102,86,Patricio Cullen,0
C,1,103,104,Echague,0
C,1,104,103,Echague,1
C,1,115,103,Talcahuano,1
C,1,103,115,Talcahuano,0
C,1,104,105,Echague,0
C,1,105,104,Echague,1
C,1,84,104,Patricio Cullen,1
C,1,104,84,Patricio Cullen,0
C,1,105,106,Echague,0
C,1,106,105,Echague,1
C,1,113,105,Talcahuano,1
C,1,105,113,Talcahuano,0
C,1,106,107,Echague,0
C,1,107,106,Echague,1
C,1,107,108,Echague,0
C,1,108,107,Echague,1
C,1,81,107,Patricio Cullen,1
C,1,107,81,Patricio Cullen,0
C,1,108,109,Echague,0
C,1,109,108,Echague,1
C,1,111,108,Talcahuano,1
C,1,108,111,Talcahuano,0
C,1,109,110,Echague,0
C,1,110,109,Echague,1
C,1,79,109,Patricio Cullen,1
C,1,109,79,Patricio Cullen,0
C,1,110,111,Echague,0
C,1,111,110,Echague,1
C,1,111,112,Talcahuano,0
C,1,112,111,Talcahuano,1
C,1,158,111,Alte Brown,1
C,1,111,158,Alte Brown,1
C,1,112,113,Talcahuano,0
C,1,113,112,Talcahuano,1
C,1,107,112,Echague,1
C,1,112,107,Echague,0
C,1,113,114,Talcahuano,0
C,1,114,113,Talcahuano,1
C,1,134,113,Defensa,1
C,1,113,134,Defensa,0
C,1,114,115,Talcahuano,0
C,1,115,114,Talcahuano,1
C,1,104,114,Echague,1
C,1,114,104,Echague,0
C,1,115,116,Talcahuano,0
C,1,116,115,Talcahuano,1
C,1,132,115,Defensa,1
C,1,115,132,Defensa,0
C,1,116,117,Talcahuano,0
C,1,117,116,Talcahuano,1
C,1,102,116,Echague,1
C,1,116,102,Echague,0
C,1,117,118,Talcahuano,0
C,1,118,117,Talcahuano,1
C,1,130,117,Defensa,1
C,1,117,130,Defensa,0
C,1,118,119,Talcahuano,0
C,1,119,118,Talcahuano,1
C,1,100,118,Echague,1
C,1,118,100,Echague,0
C,1,119,120,Talcahuano,0
C,1,120,119,Talcahuano,1
C,1,127,119,Defensa,1
C,1,119,127,Defensa,0
C,1,120,121,Talcahuano,0
C,1,121,120,Talcahuano,1
C,1,98,120,Echague,1
C,1,120,98,Echague,0
C,1,121,122,Talcahuano,0
C,1,122,121,Talcahuano,1
C,1,126,121,Defensa,1
C,1,121,126,Defensa,0
C,1,122,123,Talcahuano,0
C,1,123,122,Talcahuano,1
C,1,96,122,Echague,1
C,1,122,96,Echague,0
C,1,123,124,Talcahuano,0
C,1,124,123,Talcahuano,1
C,1,124,123,Defensa,1
C,1,123,124,Defensa,0
C,1,124,125,Defensa,0
C,1,125,124,Defensa,1
C,1,125,126,Defensa,0
C,1,126,125,Defensa,1
C,1,122,125,Talcahuano,1
C,1,125,122,Talcahuano,0
C,1,126,127,Defensa,0
C,1,127,126,Defensa,1
C,1,143,126,Riobamba,1
C,1,126,143,Riobamba,0
C,1,127,128,Defensa,0
C,1,128,127,Defensa,1
C,1,120,127,Talcahuano,1
C,1,127,120,Talcahuano,0
C,1,128,129,Defensa,0
C,1,129,128,Defensa,1
C,1,141,128,Riobamba,1
C,1,128,141,Riobamba,0
C,1,129,130,Defensa,0
C,1,130,129,Defensa,1
C,1,118,129,Talcahuano,1
C,1,129,118,Talcahuano,0
C,1,130,131,Defensa,0
C,1,131,130,Defensa,1
C,1,139,130,Riobamba,1
C,1,130,139,Riobamba,0
C,1,131,132,Defensa,0
C,1,132,131,Defensa,1
C,1,116,131,Talcahuano,1
C,1,131,116,Talcahuano,0
C,1,132,133,Defensa,0
C,1,133,132,Defensa,1
C,1,137,132,Riobamba,1
C,1,132,137,Riobamba,0
C,1,133,134,Defensa,0
C,1,134,133,Defensa,1
C,1,114,133,Talcahuano,1
C,1,133,114,Talcahuano,0
C,1,134,135,Defensa,0
C,1,135,134,Defensa,1
C,1,135,136,Defensa,0
C,1,136,135,Defensa,1
C,1,112,135,Talcahuano,1
C,1,135,112,Talcahuano,0
C,1,136,137,Riobamba,0
C,1,137,136,Riobamba,1
C,1,133,136,Defensa,1
C,1,136,133,Defensa,0
C,1,137,138,Riobamba,0
C,1,138,137,Riobamba,1
C,1,153,137,Alte Brown,1
C,1,137,153,Alte Brown,1
C,1,138,139,Riobamba,0
